Código CNO;Nombre CNO;Código DEN C.N.O.;Nombre DENOM C.N.O.;Código CUOC;Nombre CUOC;Código DEN CUOC;Nombre DENOM CUOC
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.015;Operador convertidor acero;31.350.009;Operador de convertidor de acero;31350;Controladores de procesos de producción y tratamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.016;Operador convertidor acero martín siemens;31.350.010;Operador de convertidor de acero martin siemens;31350;Controladores de procesos de producción y tratamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.017;Operador convertidor acero procedimiento bessemer;31.350.011;Operador de convertidor de acero procedimiento bessemer;31350;Controladores de procesos de producción y tratamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.018;Operador convertidor acero procedimiento oxígeno ld;31.350.012;Operador de convertidor de acero procedimiento oxígeno LD;31350;Controladores de procesos de producción y tratamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.019;Operador convertidor metales no ferrosos;31.350.013;Operador de convertidor metales no ferrosos;31350;Controladores de procesos de producción y tratamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.021;Operador de horno afino metales no ferrosos;31.350.017;Operador de horno de afino de metales no ferrosos;31350;Controladores de procesos de producción y tratamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.022;Operador de horno caliza;31.350.018;Operador de horno de caliza;31350;Controladores de procesos de producción y tratamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.023;Operador de horno crisol;31.350.021;Operador de horno de crisol;31350;Controladores de procesos de producción y tratamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.024;Operador de horno primera fusión metales;31.350.026;Operador de horno de fusión de metales;31350;Controladores de procesos de producción y tratamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.026;Operador de horno pudelar;81.210.013;Operador de horno de pudelar;81210;Operadores de instalaciones de procesamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.027;Operador de horno recocido metales;81.210.014;Operador de horno de recocido de metales;81210;Operadores de instalaciones de procesamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.028;Operador de horno segunda fusión metales;31.350.032;Operador de horno segunda fusión de metales;31350;Controladores de procesos de producción y tratamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.029;Operador de horno templado metales;81.210.015;Operador de horno de templado de metales;81210;Operadores de instalaciones de procesamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.030;Operador de instalaciones precipitación minas;81.120.018;Operador de instalaciones de precipitación de minas;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.031;Operador de instalaciones precipitación oro;81.120.019;Operador de instalaciones de precipitación de oro;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.032;Operador de instalaciones precipitación plata;81.120.020;Operador de instalaciones de precipitación de plata;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.033;Operador de instalaciones tratamiento térmico metales;81.210.017;Operador de instalaciones de tratamiento térmico de metales;81210;Operadores de instalaciones de procesamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.034;Operador de laminadora acero en caliente;81.210.020;Operador de laminadora de acero en caliente;81210;Operadores de instalaciones de procesamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.035;Operador de laminadora acero en frío;81.210.021;Operador de laminadora de acero en frío;81210;Operadores de instalaciones de procesamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.036;Operador de laminadora acero tren continuo;81.210.019;Operador de laminadora de acero de tren continuo;81210;Operadores de instalaciones de procesamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.038;Operador de laminadora metales no ferrosos;81.210.022;Operador de laminadora de metales no ferrosos;81210;Operadores de instalaciones de procesamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.039;Operador de laminadora tubos sin soldadura;81.210.023;Operador de laminadora de tubos sin soldadura;81210;Operadores de instalaciones de procesamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.040;Operador de máquina cianuración metales;81.120.023;Operador de máquina de cianuración de metales;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.042;Operador de máquina cono de separación minas;81.120.022;Operador de máquina cono de separación de minas;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.043;Operador de máquina criba hidráulica;81.120.024;Operador de máquina de cribas hidráulicas;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.047;Operador de máquina estiradora metales;81.210.037;Operador de máquina estiradora de metales;81210;Operadores de instalaciones de procesamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.048;Operador de máquina extrusora metales;81.210.039;Operador de máquina extrusora de metales;81210;Operadores de instalaciones de procesamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.049;Operador de máquina granuladora mineral de hierro;81.120.031;Operador de máquina granuladora de mineral de hierro;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.050;Operador de máquina molino de bolas mineral;81.120.027;Operador de máquina de molino de bolas para mineral;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.053;Operador de máquina pulverizadora minerales;81.120.029;Operador de máquina de pulverizadora de minerales;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.054;Operador de máquina quebrantadora carbón;81.120.035;Operador de máquina quebrantadora de carbón;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.055;Operador de máquina quebrantadora minerales;81.120.036;Operador de máquina quebrantadora de minerales;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.057;Operador de máquina tamizadora minerales;81.120.039;Operador de máquina tamizadora de minerales;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.059;Operador de máquina trituradora mineral;81.120.040;Operador de máquina trituradora de minerales;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.062;Operador horno de afino;31.350.016;Operador de horno de afino;31350;Controladores de procesos de producción y tratamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.063;Operador horno de primera fusión metales y minerales;31.350.027;Operador de horno de primera fusión de metales;31350;Controladores de procesos de producción y tratamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.068;Operador tren de laminación;81.210.049;Operador de tren de laminación;81210;Operadores de instalaciones de procesamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.069;Prensador briquetas carbón;81.120.042;Prensador de briquetas de carbón;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.070;Recocedor metales;81.210.055;Recocedor de metales;81210;Operadores de instalaciones de procesamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.072;Refinador metales primera fusión;81.210.056;Refinador de metales de primera fusión;81210;Operadores de instalaciones de procesamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.074;Templador metales;81.210.058;Templador de metales;81210;Operadores de instalaciones de procesamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.075;Templador revenido metales;81.210.059;Templador de revenido de metales;81210;Operadores de instalaciones de procesamiento de metales
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.076;Tostador tratamiento químico;81.311.080;Tostador para tratamiento químico;81311;Operadores de máquinas de planta química
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.077;Operador de cementación (Res. 2616/2016);81.210.011;Operador de equipo de cementación;81210;Operadores de instalaciones de procesamiento de metales
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.001;Ajustador modelista fundición;72.220.006;Ajustador modelista de fundición;72220;Herramentistas y afines
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.002;Constructor machos máquina;72.110.001;Constructor de machos de máquina;72110;Operarios de fundición, moldeadores y macheros
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.003;Fabricante machos fundición;72.110.002;Fabricante de machos de fundición;72110;Operarios de fundición, moldeadores y macheros
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.006;Fundidor piezas de moldeo;72.210.011;Fundidor de piezas de moldeo;72210;Herreros y forjadores
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.007;Machero a máquina fundición;72.110.007;Machero de máquina de fundición;72110;Operarios de fundición, moldeadores y macheros
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.008;Machero fundición;72.110.006;Machero de fundición;72110;Operarios de fundición, moldeadores y macheros
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.009;Machero manual;72.110.004;Machero a mano;72110;Operarios de fundición, moldeadores y macheros
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.012;Moldeador banco fundición;72.110.013;Moldeador de banco de fundición;72110;Operarios de fundición, moldeadores y macheros
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.013;Moldeador fundición;72.110.014;Moldeador de fundición;72110;Operarios de fundición, moldeadores y macheros
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.015;Moldeador suelo y fosa fundición;72.110.015;Moldeador de suelo y fosa de fundición;72110;Operarios de fundición, moldeadores y macheros
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.016;Operador de horno cubilote fundición;31.350.022;Operador de horno de cubilote fundición;31350;Controladores de procesos de producción y tratamiento de metales
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.018;Operador de máquina centrífuga colada;81.210.027;Operador de máquina centrifugadora de colada;81210;Operadores de instalaciones de procesamiento de metales
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.020;Operador de máquina centrífuga fundición;81.210.026;Operador de máquina centrífuga de fundición;81210;Operadores de instalaciones de procesamiento de metales
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.021;Operador de máquina colada continua tubos y varillas;81.210.032;Operador de máquina de colada continua de tubos y varillas;81210;Operadores de instalaciones de procesamiento de metales
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.023;Operador de máquina fundición;72.230.046;Operador de máquina de fundición;72230;Ajustadores y operadores de máquinas herramientas
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.026;Preparador de moldes fosas;72.110.020;Preparador de moldes de fosa;72110;Operarios de fundición, moldeadores y macheros
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.027;Preparador de moldes suelo y fosas metal;72.110.021;Preparador de moldes de suelo y fosas de metal;72110;Operarios de fundición, moldeadores y macheros
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.028;Preparador moldes de banco;72.110.019;Preparador de moldes de banco;72110;Operarios de fundición, moldeadores y macheros
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.029;Trabajador fundición;81.210.060;Trabajador fundición metal;81210;Operadores de instalaciones de procesamiento de metales
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.030;Operador de horno fundición;31.350.024;Operador de horno de fundición de metal;31350;Controladores de procesos de producción y tratamiento de metales
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.001;Acabador bordes de cristal;73.151.001;Acabador de bordes de cristal;73151;Operarios de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.002;Azogador espejos;73.160.002;Azogador de espejos;73160;Rotulistas, pintores decorativos y grabadores
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.003;Biselador vidrio;73.151.003;Biselador de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.004;Cortador cristal;73.151.004;Cortador de cristal;73151;Operarios de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.005;Cortador cristales óptica;73.151.006;Cortador de cristales de óptica;73151;Operarios de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.006;Cortador vidrio;73.151.007;Cortador de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.007;Cucharero colada vidrio;73.151.008;Cucharero colada de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.008;Curvador tubos de vidrio;73.151.009;Curvador de tubos de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.009;Esmaltador vidrio;73.160.008;Esmaltador de vidrio;73160;Rotulistas, pintores decorativos y grabadores
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.010;Esmerilador lentes;75.491.001;Esmerilador de lentes;75491;Operarios y auxiliares de mecánica oftálmica
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.011;Esmerilador vidrio decorativo chorro arena;73.160.010;Esmerilador de vidrio decorativo de chorro de arena;73160;Rotulistas, pintores decorativos y grabadores
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.013;Fundidor vidrio;81.811.002;Fundidor de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.014;Grabador cristal;73.160.015;Grabador de cristal;73160;Rotulistas, pintores decorativos y grabadores
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.016;Grabador vidrio agua fuerte;73.160.017;Grabador de vidrio agua fuerte;73160;Rotulistas, pintores decorativos y grabadores
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.018;Laminador vidrio;73.151.010;Laminador de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.019;Mezclador vidrio;73.151.011;Mezclador de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.020;Modelador lentes cristal óptico;75.491.002;Modelador de lentes de cristal óptico;75491;Operarios y auxiliares de mecánica oftálmica
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.021;Moldeador vidrio;73.151.012;Moldeador de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.022;Operador baño metálico flotación vidrio;73.151.013;Operario baño metálico flotación vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.023;Operador de horno fabricación vidrio;81.811.006;Operador de horno de fabricación de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.024;Operador de horno fundición vidrio;81.811.007;Operador de horno de fundición de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.025;Operador de horno recocido vidrio;81.811.009;Operador de horno de recocido de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.026;Operador de horno temple vidrio;81.811.010;Operador de horno de temple de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.027;Operador de instalaciones arenado vidrio;81.811.011;Operador de instalaciones de arenado de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.028;Operador de máquina acabado vidrio;81.811.014;Operador de máquina de acabado de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.029;Operador de máquina cortadora vidrio;81.811.012;Operador de máquina cortadora de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.030;Operador de máquina curvadora vidrio;81.811.013;Operador de máquina curvadora de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.033;Operador de máquina estiradora tubos de vidrio;81.811.030;Operador de máquina estiradora de tubos de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.034;Operador de máquina estiradora vidrio plano;81.811.031;Operador de máquina estiradora de vidrio plano;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.035;Operador de máquina fabricación artículos de vidrio;81.811.015;Operador de máquina de fabricación de artículos de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.036;Operador de máquina fabricación botellas;81.811.016;Operador de máquina de fabricación de botellas;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.037;Operador de máquina fabricación vidrio;81.811.017;Operador de máquina de fabricación de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.039;Operador de máquina grabado vidrio;81.811.018;Operador de máquina de grabado de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.040;Operador de máquina laminadora vidrio;81.811.033;Operador de máquina laminadora de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.041;Operador de máquina mezcladora de materiales vidrio;81.811.034;Operador de máquina mezcladora de materiales de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.042;Operador de máquina moldeadora vidrio;81.811.035;Operador de máquina moldeadora de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.043;Operador de máquina moldeo y acabado vidrio;81.811.021;Operador de máquina de moldeo y acabado de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.044;Operador de máquina perforadora vidrio;81.811.036;Operador de máquina perforadora de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.045;Operador de máquina pintura decorativa vidrio;81.811.022;Operador de máquina de pintura decorativa para vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.046;Operador de máquina prensado vidrio;81.811.023;Operador de máquina de prensado de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.047;Operador de máquina prensado y soplado vidrio;81.811.024;Operador de máquina de prensado y soplado de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.048;Operador de máquina pulidora vidrio plano;81.811.038;Operador de máquina pulidora de vidrio plano;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.049;Operador de máquina pulidora vidrio óptico;81.811.037;Operador de máquina pulidora de vidrio óptico;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.050;Operador de máquina sopladora vidrio;81.811.040;Operador de máquina sopladora de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.051;Operador de máquina templado vidrio;81.811.026;Operador de máquina de templado de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.052;Operador de torno soplado vidrio;81.811.043;Operador de torno de soplado de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.053;Operador prensa de moldear vidrio;81.811.042;Operador de prensa para moldear vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.055;Operador túnel de recocido vidrio;81.811.044;Operador de túnel de recocido de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.056;Operario producción vidrio ornamental;81.811.046;Operador maquina producción vidrio ornamental;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.057;Perforador vidrio;73.151.014;Perforador de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.059;Pulidor cristales;73.151.015;Pulidor de cristales;73151;Operarios de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.060;Pulidor cristales óptica;73.151.016;Pulidor de cristales de óptica;73151;Operarios de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.061;Pulidor vidrio;73.151.017;Pulidor de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.064;Templador vidrio;81.811.048;Templador de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.066;Moldeador fibra de vidrio;81.811.004;Moldeador de fibra de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.067;Operador de máquina producción fibra de vidrio;81.811.025;Operador de máquina de producción de fibra de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.002;Adornista monumentos;71.130.001;Adornista de monumentos;71130;Labrantes, tronzadores y grabadores de piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.003;Amolador piedra;71.130.002;Amolador de piedra;71130;Labrantes, tronzadores y grabadores de piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.004;Amolador pizarra;71.130.003;Amolador de pizarra;71130;Labrantes, tronzadores y grabadores de piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.005;Aserrador cortador piedra;71.130.004;Aserrador cortador de piedra;71130;Labrantes, tronzadores y grabadores de piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.006;Aserrador piedra;71.130.005;Aserrador de piedra;71130;Labrantes, tronzadores y grabadores de piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.007;Cortador granito;71.130.008;Cortador de granito;71130;Labrantes, tronzadores y grabadores de piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.008;Cortador mármol;71.130.009;Cortador de mármol;71130;Labrantes, tronzadores y grabadores de piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.009;Cortador piedra;71.130.010;Cortador de piedra;71130;Labrantes, tronzadores y grabadores de piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.010;Cortador pulidor piedra;71.130.011;Cortador pulidor de piedra;71130;Labrantes, tronzadores y grabadores de piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.011;Dolador piedras;71.130.012;Dolador de piedras;71130;Labrantes, tronzadores y grabadores de piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.014;Fabricante bloques de concreto;81.140.002;Fabricante de bloques de concreto;81140;Operadores de máquinas para fabricar cemento y otros productos minerales
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.015;Fabricante modelos de arcilla;73.140.017;Fabricante de modelos de arcilla;73140;Alfareros y ceramistas (barro y arcilla)
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.017;Fabricante planchas de concreto prevaciado;81.140.003;Fabricante de planchas de concreto de prevaciado;81140;Operadores de máquinas para fabricar cemento y otros productos minerales
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.019;Grabador a máquina inscripciones de piedra;81.140.004;Grabador a máquina de inscripciones en piedra;81140;Operadores de máquinas para fabricar cemento y otros productos minerales
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.021;Grabador piedra;71.130.014;Grabador de piedra;71130;Labrantes, tronzadores y grabadores de piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.023;Hornero alfarería;73.140.020;Hornero de alfarería;73140;Alfareros y ceramistas (barro y arcilla)
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.024;Hornero cerámica;81.812.002;Hornero de cerámica;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.025;Hornero loza y porcelana;81.812.003;Hornero de loza y porcelana;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.026;Hornero productos arcilla;81.812.004;Hornero de productos de arcilla;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.027;Hornero tejas y ladrillo;81.812.005;Hornero de tejas y ladrillo;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.030;Operador de horno cerámica y porcelana;81.812.009;Operador de horno de cerámica y porcelana;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.031;Operador de horno decoración productos de arcilla;81.812.010;Operador de horno de decoración de productos de arcilla;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.032;Operador de horno loza abizcochada;81.812.012;Operador de horno de loza abizcochada;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.033;Operador de horno loza y porcelana;81.812.013;Operador de horno de loza y porcelana;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.034;Operador de horno productos de arcilla;81.812.015;Operador de horno de productos de arcilla;81812;Operadores de moldeo de arcilla y piedra
