Código CNO;Nombre CNO;Código DEN C.N.O.;Nombre DENOM CON;NombreDENOMCON1;Código CUOC;NombreCUOC;NombreCUOC1;Código DEN CUOC;Nombre DENOM CUOC;;;;;;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.023;Operador de horno crisol;Operador de horno crisol;31.350.021;Operador de horno de crisol;Operador de horno de crisol;31350;Controladores de procesos de producción y tratamiento de metales;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.024;Operador de horno primera fusión metales;Operador de horno primera fusion metales;31.350.026;Operador de horno de fusión de metales;Operador de horno de fusion de metales;31350;Controladores de procesos de producción y tratamiento de metales;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.026;Operador de horno pudelar;Operador de horno pudelar;81.210.013;Operador de horno de pudelar;Operador de horno de pudelar;81210;Operadores de instalaciones de procesamiento de metales;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.027;Operador de horno recocido metales;Operador de horno recocido metales;81.210.014;Operador de horno de recocido de metales;Operador de horno de recocido de metales;81210;Operadores de instalaciones de procesamiento de metales;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.028;Operador de horno segunda fusión metales;Operador de horno segunda fusion metales;31.350.032;Operador de horno segunda fusión de metales;Operador de horno segunda fusion de metales;31350;Controladores de procesos de producción y tratamiento de metales;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.029;Operador de horno templado metales;Operador de horno templado metales;81.210.015;Operador de horno de templado de metales;Operador de horno de templado de metales;81210;Operadores de instalaciones de procesamiento de metales;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.030;Operador de instalaciones precipitación minas;Operador de instalaciones precipitacion minas;81.120.018;Operador de instalaciones de precipitación de minas;Operador de instalaciones de precipitacion de minas;81120;Operadores de instalaciones de procesamiento de minerales y rocas;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.031;Operador de instalaciones precipitación oro;Operador de instalaciones precipitacion oro;81.120.019;Operador de instalaciones de precipitación de oro;Operador de instalaciones de precipitacion de oro;81120;Operadores de instalaciones de procesamiento de minerales y rocas;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.032;Operador de instalaciones precipitación plata;Operador de instalaciones precipitacion plata;81.120.020;Operador de instalaciones de precipitación de plata;Operador de instalaciones de precipitacion de plata;81120;Operadores de instalaciones de procesamiento de minerales y rocas;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.033;Operador de instalaciones tratamiento térmico metales;Operador de instalaciones tratamiento termico metales;81.210.017;Operador de instalaciones de tratamiento térmico de metales;Operador de instalaciones de tratamiento termico de metales;81210;Operadores de instalaciones de procesamiento de metales;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.034;Operador de laminadora acero en caliente;Operador de laminadora acero en caliente;81.210.020;Operador de laminadora de acero en caliente;Operador de laminadora de acero en caliente;81210;Operadores de instalaciones de procesamiento de metales;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.035;Operador de laminadora acero en frío;Operador de laminadora acero en frio;81.210.021;Operador de laminadora de acero en frío;Operador de laminadora de acero en frio;81210;Operadores de instalaciones de procesamiento de metales;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.036;Operador de laminadora acero tren continuo;Operador de laminadora acero tren continuo;81.210.019;Operador de laminadora de acero de tren continuo;Operador de laminadora de acero de tren continuo;81210;Operadores de instalaciones de procesamiento de metales;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.038;Operador de laminadora metales no ferrosos;Operador de laminadora metales no ferrosos;81.210.022;Operador de laminadora de metales no ferrosos;Operador de laminadora de metales no ferrosos;81210;Operadores de instalaciones de procesamiento de metales;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.039;Operador de laminadora tubos sin soldadura;Operador de laminadora tubos sin soldadura;81.210.023;Operador de laminadora de tubos sin soldadura;Operador de laminadora de tubos sin soldadura;81210;Operadores de instalaciones de procesamiento de metales;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.040;Operador de máquina cianuración metales;Operador de maquina cianuracion metales;81.120.023;Operador de máquina de cianuración de metales;Operador de maquina de cianuracion de metales;81120;Operadores de instalaciones de procesamiento de minerales y rocas;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.042;Operador de máquina cono de separación minas;Operador de maquina cono de separacion minas;81.120.022;Operador de máquina cono de separación de minas;Operador de maquina cono de separacion de minas;81120;Operadores de instalaciones de procesamiento de minerales y rocas;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.043;Operador de máquina criba hidráulica;Operador de maquina criba hidraulica;81.120.024;Operador de máquina de cribas hidráulicas;Operador de maquina de cribas hidraulicas;81120;Operadores de instalaciones de procesamiento de minerales y rocas;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.047;Operador de máquina estiradora metales;Operador de maquina estiradora metales;81.210.037;Operador de máquina estiradora de metales;Operador de maquina estiradora de metales;81210;Operadores de instalaciones de procesamiento de metales;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.048;Operador de máquina extrusora metales;Operador de maquina extrusora metales;81.210.039;Operador de máquina extrusora de metales;Operador de maquina extrusora de metales;81210;Operadores de instalaciones de procesamiento de metales;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.049;Operador de máquina granuladora mineral de hierro;Operador de maquina granuladora mineral de hierro;81.120.031;Operador de máquina granuladora de mineral de hierro;Operador de maquina granuladora de mineral de hierro;81120;Operadores de instalaciones de procesamiento de minerales y rocas;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.050;Operador de máquina molino de bolas mineral;Operador de maquina molino de bolas mineral;81.120.027;Operador de máquina de molino de bolas para mineral;Operador de maquina de molino de bolas para mineral;81120;Operadores de instalaciones de procesamiento de minerales y rocas;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.053;Operador de máquina pulverizadora minerales;Operador de maquina pulverizadora minerales;81.120.029;Operador de máquina de pulverizadora de minerales;Operador de maquina de pulverizadora de minerales;81120;Operadores de instalaciones de procesamiento de minerales y rocas;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.054;Operador de máquina quebrantadora carbón;Operador de maquina quebrantadora carbon;81.120.035;Operador de máquina quebrantadora de carbón;Operador de maquina quebrantadora de carbon;81120;Operadores de instalaciones de procesamiento de minerales y rocas;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.055;Operador de máquina quebrantadora minerales;Operador de maquina quebrantadora minerales;81.120.036;Operador de máquina quebrantadora de minerales;Operador de maquina quebrantadora de minerales;81120;Operadores de instalaciones de procesamiento de minerales y rocas;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.057;Operador de máquina tamizadora minerales;Operador de maquina tamizadora minerales;81.120.039;Operador de máquina tamizadora de minerales;Operador de maquina tamizadora de minerales;81120;Operadores de instalaciones de procesamiento de minerales y rocas;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.059;Operador de máquina trituradora mineral;Operador de maquina trituradora mineral;81.120.040;Operador de máquina trituradora de minerales;Operador de maquina trituradora de minerales;81120;Operadores de instalaciones de procesamiento de minerales y rocas;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.062;Operador horno de afino;Operador horno de afino;31.350.016;Operador de horno de afino;Operador de horno de afino;31350;Controladores de procesos de producción y tratamiento de metales;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.063;Operador horno de primera fusión metales y minerales;Operador horno de primera fusion metales y minerales;31.350.027;Operador de horno de primera fusión de metales;Operador de horno de primera fusion de metales;31350;Controladores de procesos de producción y tratamiento de metales;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.068;Operador tren de laminación;Operador tren de laminacion;81.210.049;Operador de tren de laminación;Operador de tren de laminacion;81210;Operadores de instalaciones de procesamiento de metales;;;;;1;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.069;Prensador briquetas carbón;Prensador briquetas carbon;81.120.042;Prensador de briquetas de carbón;Prensador de briquetas de carbon;81120;Operadores de instalaciones de procesamiento de minerales y rocas;;;;;;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.070;Recocedor metales;Recocedor metales;81.210.055;Recocedor de metales;Recocedor de metales;81210;Operadores de instalaciones de procesamiento de metales;;;;;;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.072;Refinador metales primera fusión;Refinador metales primera fusion;81.210.056;Refinador de metales de primera fusión;Refinador de metales de primera fusion;81210;Operadores de instalaciones de procesamiento de metales;;;;;;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.074;Templador metales;Templador metales;81.210.058;Templador de metales;Templador de metales;81210;Operadores de instalaciones de procesamiento de metales;;;;;;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.075;Templador revenido metales;Templador revenido metales;81.210.059;Templador de revenido de metales;Templador de revenido de metales;81210;Operadores de instalaciones de procesamiento de metales;;;;;;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.076;Tostador tratamiento químico;Tostador tratamiento quimico;81.311.080;Tostador para tratamiento químico;Tostador para tratamiento quimico;81311;Operadores de máquinas de planta química;;;;;;;;
9311;Operadores de Máquinas, Tratamiento de Metales y Minerales;D-9311.077;Operador de cementación (Res. 2616/2016);Operador de cementacion (Res. 2616/2016);81.210.011;Operador de equipo de cementación;Operador de equipo de cementacion;81210;Operadores de instalaciones de procesamiento de metales;;;;;1;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.001;Ajustador modelista fundición;Ajustador modelista fundicion;72.220.006;Ajustador modelista de fundición;Ajustador modelista de fundicion;72220;Herramentistas y afines;;;;;;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.002;Constructor machos máquina;Constructor machos maquina;72.110.001;Constructor de machos de máquina;Constructor de machos de maquina;72110;Operarios de fundición, moldeadores y macheros;;;;;;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.003;Fabricante machos fundición;Fabricante machos fundicion;72.110.002;Fabricante de machos de fundición;Fabricante de machos de fundicion;72110;Operarios de fundición, moldeadores y macheros;;;;;;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.006;Fundidor piezas de moldeo;Fundidor piezas de moldeo;72.210.011;Fundidor de piezas de moldeo;Fundidor de piezas de moldeo;72210;Herreros y forjadores;;;;;;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.007;Machero a máquina fundición;Machero a maquina fundicion;72.110.007;Machero de máquina de fundición;Machero de maquina de fundicion;72110;Operarios de fundición, moldeadores y macheros;;;;;;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.008;Machero fundición;Machero fundicion;72.110.006;Machero de fundición;Machero de fundicion;72110;Operarios de fundición, moldeadores y macheros;;;;;;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.009;Machero manual;Machero manual;72.110.004;Machero a mano;Machero a mano;72110;Operarios de fundición, moldeadores y macheros;;;;;;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.012;Moldeador banco fundición;Moldeador banco fundicion;72.110.013;Moldeador de banco de fundición;Moldeador de banco de fundicion;72110;Operarios de fundición, moldeadores y macheros;;;;;;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.013;Moldeador fundición;Moldeador fundicion;72.110.014;Moldeador de fundición;Moldeador de fundicion;72110;Operarios de fundición, moldeadores y macheros;;;;;;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.015;Moldeador suelo y fosa fundición;Moldeador suelo y fosa fundicion;72.110.015;Moldeador de suelo y fosa de fundición;Moldeador de suelo y fosa de fundicion;72110;Operarios de fundición, moldeadores y macheros;;;;;;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.016;Operador de horno cubilote fundición;Operador de horno cubilote fundicion;31.350.022;Operador de horno de cubilote fundición;Operador de horno de cubilote fundicion;31350;Controladores de procesos de producción y tratamiento de metales;;;;;1;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.018;Operador de máquina centrífuga colada;Operador de maquina centrifuga colada;81.210.027;Operador de máquina centrifugadora de colada;Operador de maquina centrifugadora de colada;81210;Operadores de instalaciones de procesamiento de metales;;;;;1;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.020;Operador de máquina centrífuga fundición;Operador de maquina centrifuga fundicion;81.210.026;Operador de máquina centrífuga de fundición;Operador de maquina centrifuga de fundicion;81210;Operadores de instalaciones de procesamiento de metales;;;;;1;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.021;Operador de máquina colada continua tubos y varillas;Operador de maquina colada continua tubos y varillas;81.210.032;Operador de máquina de colada continua de tubos y varillas;Operador de maquina de colada continua de tubos y varillas;81210;Operadores de instalaciones de procesamiento de metales;;;;;1;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.023;Operador de máquina fundición;Operador de maquina fundicion;72.230.046;Operador de máquina de fundición;Operador de maquina de fundicion;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.026;Preparador de moldes fosas;Preparador de moldes fosas;72.110.020;Preparador de moldes de fosa;Preparador de moldes de fosa;72110;Operarios de fundición, moldeadores y macheros;;;;;;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.027;Preparador de moldes suelo y fosas metal;Preparador de moldes suelo y fosas metal;72.110.021;Preparador de moldes de suelo y fosas de metal;Preparador de moldes de suelo y fosas de metal;72110;Operarios de fundición, moldeadores y macheros;;;;;;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.028;Preparador moldes de banco;Preparador moldes de banco;72.110.019;Preparador de moldes de banco;Preparador de moldes de banco;72110;Operarios de fundición, moldeadores y macheros;;;;;;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.029;Trabajador fundición;Trabajador fundicion;81.210.060;Trabajador fundición metal;Trabajador fundicion metal;81210;Operadores de instalaciones de procesamiento de metales;;;;;;;;
9312;Trabajadores de fundición, moldeadores y macheros;D-9312.030;Operador de horno fundición;Operador de horno fundicion;31.350.024;Operador de horno de fundición de metal;Operador de horno de fundicion de metal;31350;Controladores de procesos de producción y tratamiento de metales;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.001;Acabador bordes de cristal;Acabador bordes de cristal;73.151.001;Acabador de bordes de cristal;Acabador de bordes de cristal;73151;Operarios de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.002;Azogador espejos;Azogador espejos;73.160.002;Azogador de espejos;Azogador de espejos;73160;Rotulistas, pintores decorativos y grabadores;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.003;Biselador vidrio;Biselador vidrio;73.151.003;Biselador de vidrio;Biselador de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.004;Cortador cristal;Cortador cristal;73.151.004;Cortador de cristal;Cortador de cristal;73151;Operarios de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.005;Cortador cristales óptica;Cortador cristales optica;73.151.006;Cortador de cristales de óptica;Cortador de cristales de optica;73151;Operarios de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.006;Cortador vidrio;Cortador vidrio;73.151.007;Cortador de vidrio;Cortador de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.007;Cucharero colada vidrio;Cucharero colada vidrio;73.151.008;Cucharero colada de vidrio;Cucharero colada de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.008;Curvador tubos de vidrio;Curvador tubos de vidrio;73.151.009;Curvador de tubos de vidrio;Curvador de tubos de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.009;Esmaltador vidrio;Esmaltador vidrio;73.160.008;Esmaltador de vidrio;Esmaltador de vidrio;73160;Rotulistas, pintores decorativos y grabadores;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.010;Esmerilador lentes;Esmerilador lentes;75.491.001;Esmerilador de lentes;Esmerilador de lentes;75491;Operarios y auxiliares de mecánica oftálmica;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.011;Esmerilador vidrio decorativo chorro arena;Esmerilador vidrio decorativo chorro arena;73.160.010;Esmerilador de vidrio decorativo de chorro de arena;Esmerilador de vidrio decorativo de chorro de arena;73160;Rotulistas, pintores decorativos y grabadores;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.013;Fundidor vidrio;Fundidor vidrio;81.811.002;Fundidor de vidrio;Fundidor de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.014;Grabador cristal;Grabador cristal;73.160.015;Grabador de cristal;Grabador de cristal;73160;Rotulistas, pintores decorativos y grabadores;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.016;Grabador vidrio agua fuerte;Grabador vidrio agua fuerte;73.160.017;Grabador de vidrio agua fuerte;Grabador de vidrio agua fuerte;73160;Rotulistas, pintores decorativos y grabadores;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.018;Laminador vidrio;Laminador vidrio;73.151.010;Laminador de vidrio;Laminador de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.019;Mezclador vidrio;Mezclador vidrio;73.151.011;Mezclador de vidrio;Mezclador de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.020;Modelador lentes cristal óptico;Modelador lentes cristal optico;75.491.002;Modelador de lentes de cristal óptico;Modelador de lentes de cristal optico;75491;Operarios y auxiliares de mecánica oftálmica;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.021;Moldeador vidrio;Moldeador vidrio;73.151.012;Moldeador de vidrio;Moldeador de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.022;Operador baño metálico flotación vidrio;Operador baño metalico flotacion vidrio;73.151.013;Operario baño metálico flotación vidrio;Operario baño metalico flotacion vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.023;Operador de horno fabricación vidrio;Operador de horno fabricacion vidrio;81.811.006;Operador de horno de fabricación de vidrio;Operador de horno de fabricacion de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.024;Operador de horno fundición vidrio;Operador de horno fundicion vidrio;81.811.007;Operador de horno de fundición de vidrio;Operador de horno de fundicion de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.025;Operador de horno recocido vidrio;Operador de horno recocido vidrio;81.811.009;Operador de horno de recocido de vidrio;Operador de horno de recocido de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.026;Operador de horno temple vidrio;Operador de horno temple vidrio;81.811.010;Operador de horno de temple de vidrio;Operador de horno de temple de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.027;Operador de instalaciones arenado vidrio;Operador de instalaciones arenado vidrio;81.811.011;Operador de instalaciones de arenado de vidrio;Operador de instalaciones de arenado de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.028;Operador de máquina acabado vidrio;Operador de maquina acabado vidrio;81.811.014;Operador de máquina de acabado de vidrio;Operador de maquina de acabado de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.029;Operador de máquina cortadora vidrio;Operador de maquina cortadora vidrio;81.811.012;Operador de máquina cortadora de vidrio;Operador de maquina cortadora de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.030;Operador de máquina curvadora vidrio;Operador de maquina curvadora vidrio;81.811.013;Operador de máquina curvadora de vidrio;Operador de maquina curvadora de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.033;Operador de máquina estiradora tubos de vidrio;Operador de maquina estiradora tubos de vidrio;81.811.030;Operador de máquina estiradora de tubos de vidrio;Operador de maquina estiradora de tubos de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.034;Operador de máquina estiradora vidrio plano;Operador de maquina estiradora vidrio plano;81.811.031;Operador de máquina estiradora de vidrio plano;Operador de maquina estiradora de vidrio plano;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.035;Operador de máquina fabricación artículos de vidrio;Operador de maquina fabricacion articulos de vidrio;81.811.015;Operador de máquina de fabricación de artículos de vidrio;Operador de maquina de fabricacion de articulos de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.036;Operador de máquina fabricación botellas;Operador de maquina fabricacion botellas;81.811.016;Operador de máquina de fabricación de botellas;Operador de maquina de fabricacion de botellas;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.037;Operador de máquina fabricación vidrio;Operador de maquina fabricacion vidrio;81.811.017;Operador de máquina de fabricación de vidrio;Operador de maquina de fabricacion de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.039;Operador de máquina grabado vidrio;Operador de maquina grabado vidrio;81.811.018;Operador de máquina de grabado de vidrio;Operador de maquina de grabado de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.040;Operador de máquina laminadora vidrio;Operador de maquina laminadora vidrio;81.811.033;Operador de máquina laminadora de vidrio;Operador de maquina laminadora de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.041;Operador de máquina mezcladora de materiales vidrio;Operador de maquina mezcladora de materiales vidrio;81.811.034;Operador de máquina mezcladora de materiales de vidrio;Operador de maquina mezcladora de materiales de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;20;6,666666667
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.042;Operador de máquina moldeadora vidrio;Operador de maquina moldeadora vidrio;81.811.035;Operador de máquina moldeadora de vidrio;Operador de maquina moldeadora de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.043;Operador de máquina moldeo y acabado vidrio;Operador de maquina moldeo y acabado vidrio;81.811.021;Operador de máquina de moldeo y acabado de vidrio;Operador de maquina de moldeo y acabado de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.044;Operador de máquina perforadora vidrio;Operador de maquina perforadora vidrio;81.811.036;Operador de máquina perforadora de vidrio;Operador de maquina perforadora de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.045;Operador de máquina pintura decorativa vidrio;Operador de maquina pintura decorativa vidrio;81.811.022;Operador de máquina de pintura decorativa para vidrio;Operador de maquina de pintura decorativa para vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.046;Operador de máquina prensado vidrio;Operador de maquina prensado vidrio;81.811.023;Operador de máquina de prensado de vidrio;Operador de maquina de prensado de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.047;Operador de máquina prensado y soplado vidrio;Operador de maquina prensado y soplado vidrio;81.811.024;Operador de máquina de prensado y soplado de vidrio;Operador de maquina de prensado y soplado de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.048;Operador de máquina pulidora vidrio plano;Operador de maquina pulidora vidrio plano;81.811.038;Operador de máquina pulidora de vidrio plano;Operador de maquina pulidora de vidrio plano;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.049;Operador de máquina pulidora vidrio óptico;Operador de maquina pulidora vidrio optico;81.811.037;Operador de máquina pulidora de vidrio óptico;Operador de maquina pulidora de vidrio optico;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.050;Operador de máquina sopladora vidrio;Operador de maquina sopladora vidrio;81.811.040;Operador de máquina sopladora de vidrio;Operador de maquina sopladora de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.051;Operador de máquina templado vidrio;Operador de maquina templado vidrio;81.811.026;Operador de máquina de templado de vidrio;Operador de maquina de templado de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.052;Operador de torno soplado vidrio;Operador de torno soplado vidrio;81.811.043;Operador de torno de soplado de vidrio;Operador de torno de soplado de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
